0 0 0 0.0008082885230742845 0.0 -0.00035027337608646477
50.0 0 0 0.0009232297732623077 0.0 -0.00041837241447714897
100.0 0 0 0.0010602483419907384 0.0 -0.0005032240203635733
150.0 0 0 0.0012248152507263873 0.0 -0.0006098647846369185
200.0 0 0 0.0014241355074640246 0.0 -0.0007451533157477183
250.0 0 0 0.0016678606278733292 0.0 -0.0009185649425498493
300.0 0 0 0.001969185250373575 0.0 -0.0011434116811660934
350.0 0 0 0.002346595812480151 0.0 -0.0014387730601388127
400.0 0 0 0.0028267732151795537 0.0 -0.001832666574546245
450.0 0 0 0.0034496340673033747 0.0 -0.002367489763058818
500.0 0 0 0.004277546434310839 0.0 -0.003109873195284085
550.0 0 0 0.005413200047543724 0.0 -0.004169700726070343
600.0 0 0 0.00703676572622711 0.0 -0.0057397970576741645
650.0 0 0 0.009490109700248703 0.0 -0.008187167624324648
700.0 0 0 0.013489899650718798 0.0 -0.012291173343243748
750.0 0 0 0.0207495391181596 0.0 -0.01998815899066058
800.0 0 0 0.036098323046778305 0.0 -0.03743660219610217
850.0 0 0 0.07389714404121928 0.0 -0.09341624082779537
900.0 0 0 0.09122006071722984 0.0 -0.3596738603746513
950.0 0 0 -0.6684988549649038 0.0 0.0
1000.0 0 0 0.09122006071722984 0.0 0.3596738603746513
1050.0 0 0 0.07389714404121928 0.0 0.09341624082779537
1100.0 0 0 0.036098323046778305 0.0 0.03743660219610217
1150.0 0 0 0.0207495391181596 0.0 0.01998815899066058
1200.0 0 0 0.013489899650718798 0.0 0.012291173343243748
1250.0 0 0 0.009490109700248703 0.0 0.008187167624324648
1300.0 0 0 0.00703676572622711 0.0 0.0057397970576741645
1350.0 0 0 0.005413200047543724 0.0 0.004169700726070343
1400.0 0 0 0.004277546434310839 0.0 0.003109873195284085
1450.0 0 0 0.0034496340673033747 0.0 0.002367489763058818
1500.0 0 0 0.0028267732151795537 0.0 0.001832666574546245
1550.0 0 0 0.002346595812480151 0.0 0.0014387730601388127
1600.0 0 0 0.001969185250373575 0.0 0.0011434116811660934
1650.0 0 0 0.0016678606278733292 0.0 0.0009185649425498493
1700.0 0 0 0.0014241355074640246 0.0 0.0007451533157477183
1750.0 0 0 0.0012248152507263873 0.0 0.0006098647846369185
1800.0 0 0 0.0010602483419907384 0.0 0.0005032240203635733
1850.0 0 0 0.0009232297732623077 0.0 0.00041837241447714897
1900.0 0 0 0.0008082885230742845 0.0 0.00035027337608646477
1950.0 0 0 0.0007112099895889744 0.0 0.00029518134381600593
